id,cardNumber,name,cardType,rarity,seriesName,color1,colorRestriction,cost,trait,bp,rp,blockIcon,effect,flavorText,illustrator,image_thumbnail,image_normal,image_hologram_front,createdAt,updatedAt
b352ea67-4c61-4fa4-b92c-d0c513065906,BT2-41,実験,イベント,C,魂魄の冥導士,黄,黄1,2,,0,0,1,【コンバット】バトル終了まで、自分のユニット1体をBP+2000。自分のレイキの色が黄だけなら、代わりにBP+4000。,本当になんでも取り込むんだな。-テンシュ-,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-041_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-041_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
ae9da593-237e-44b5-a40e-69dc63bc1f59,BT2-41,実験,イベント,P-C,魂魄の冥導士,黄,黄1,2,,0,0,1,【コンバット】バトル終了まで、自分のユニット1体をBP+2000。自分のレイキの色が黄だけなら、代わりにBP+4000。,本当になんでも取り込むんだな。-テンシュ-,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C_BT2-041_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C_BT2-041_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
6732d286-afe0-468f-aff7-1e949f66c741,BT2-42,逃走劇,イベント,R,魂魄の冥導士,黄,黄2,3,,0,0,1,【コンバット】コスト3以下の相手のユニット2体を手札に戻す。,市民たちからの追跡を逃れ、無事に反学派のアジトに逃げ込むことに成功した。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-042_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-042_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
01b54308-661f-4593-bd42-13fad2b931a4,BT2-42,逃走劇,イベント,P-R,魂魄の冥導士,黄,黄2,3,,0,0,1,【コンバット】コスト3以下の相手のユニット2体を手札に戻す。,市民たちからの追跡を逃れ、無事に反学派のアジトに逃げ込むことに成功した。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-042_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-042_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
9481c286-f61b-4f95-8bfb-877b258aa10f,BT2-43,指名手配,イベント,R,魂魄の冥導士,黄,黄3,6,,0,0,1,【コンバット】コスト7以下の相手のユニット1体を手札に戻す。,トワとセツナはこの土地の金銭の単位も相場もわからないが、とんでもない金額が自分たちの首にかかっているのは理解した。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-043_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-043_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
3236de1f-30a3-4976-86fc-db52032c20ae,BT2-44,反学派のリーダー,サポーター,P-R,魂魄の冥導士,黄,黄1,1,ミッドガン/反学派/人間,0,0,1,【コンバット】このバトルでイベントカードを使用しているなら、このサポーターをレストすることで、バトル終了まで、自分のユニット1体をBP+1000。,無事、反学派のアジトに逃げ込むことができたトワたちは、反学派のリーダーを自称する聡明な青年と出会う。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-044_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-044_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
192507ff-1b71-4cc5-b89f-812d30aee7fc,BT2-44,反学派のリーダー,サポーター,R,魂魄の冥導士,黄,黄1,1,ミッドガン/反学派/人間,0,0,1,【コンバット】このバトルでイベントカードを使用しているなら、このサポーターをレストすることで、バトル終了まで、自分のユニット1体をBP+1000。,無事、反学派のアジトに逃げ込むことができたトワたちは、反学派のリーダーを自称する聡明な青年と出会う。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-044_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-044_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
60f28993-6b3b-4835-9c67-ff756af62923,BT2-45,傀儡端末のネハシーン,サポーター,R,魂魄の冥導士,黄,黄3,4,ミッドガン/トゥルーリア学派/機械,0,0,1,"【登場時】自分のデッキの上から3枚オープンする。その中の特徴に「トゥルーリア学派」を持つカード1枚を手札に加える。残りはデッキの下に戻す。
【自分のターン】特徴に「トゥルーリア学派」を持つ他の自分のユニット/サポーターが登場したとき、このサポーターをレストすることで、≪レイキ回復1≫（自分のレイキ1枚をアクティブにする）。",はぁ、こんなロボットが事実上のトップなのだから学派も堕ちたものね。-ヘルナ-,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-045_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-045_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
d5f95f2b-9a09-4118-b4d2-da4da3bd353e,BT2-46,ヤーマ,ユニット,C,魂魄の冥導士,緑,緑1,3,ヤーマ/CNP,5000,0,1,,ヤーマとオロチはクルミに導かれ、ハナカのもとへ。そして、衝撃の真実を耳にすることとなる。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-046_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-046_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
6a1568e1-b579-486f-aaf3-ae1b4bdfa57e,BT2-47,満開のウッドレイス,ユニット,R,魂魄の冥導士,緑,緑1,4,メテオラス/ウッドレイス,6000,0,1,,満開の花が咲いている春以外の季節は、没個性になってしまうのを気にしているらしい。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-047_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-047_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
00edd41e-f54a-47dd-9ffc-ee845253e6de,BT2-48,ヤマカガシ,ユニット,P-R,魂魄の冥導士,緑,緑3,4,オロチ/CNP,4000,0,1,【退場時】≪レイキ追加1≫（自分のレイキデッキの上から1枚をレイキエリアに置く）,ヤマカガシの姿に変化したオロチ。その体には出血性の猛毒が宿り、一噛みで敵に致命傷を与える。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-048_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-048_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
24840dfd-cd24-44c3-906a-de5fcc69235b,BT2-48,ヤマカガシ,ユニット,R,魂魄の冥導士,緑,緑3,4,オロチ/CNP,4000,0,1,【退場時】≪レイキ追加1≫（自分のレイキデッキの上から1枚をレイキエリアに置く）,ヤマカガシの姿に変化したオロチ。その体には出血性の猛毒が宿り、一噛みで敵に致命傷を与える。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-048_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-048_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
79d4aebf-aa05-404a-b07d-3ed2c8bae13e,BT2-49,エメラルドツリーボア,ユニット,RRR,魂魄の冥導士,緑,緑4,5,オロチ/CNP,5000,0,1,【お互いのターン】自分のレイキ3枚ごとに、このユニットをBP+1000。,緑色の小柄な姿に変化したオロチ。見た目で油断した者から、順に返り討ちにされることとなる。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-049_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-049_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
c6c201a5-b8db-434d-82fd-cf905bd9d5d9,BT2-49,エメラルドツリーボア,ユニット,P-RRR,魂魄の冥導士,緑,緑4,5,オロチ/CNP,5000,0,1,【お互いのターン】自分のレイキ3枚ごとに、このユニットをBP+1000。,緑色の小柄な姿に変化したオロチ。見た目で油断した者から、順に返り討ちにされることとなる。,碧,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RRR_BT2-049_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RRR_BT2-049_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
899ed68d-b250-4c6d-93af-28881460bd92,BT2-49,エメラルドツリーボア,ユニット,SP-RRR,魂魄の冥導士,緑,緑4,5,オロチ/CNP,5000,0,1,【お互いのターン】自分のレイキ3枚ごとに、このユニットをBP+1000。,緑色の小柄な姿に変化したオロチ。見た目で油断した者から、順に返り討ちにされることとなる。,碧,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_SP-RRR_BT2-049_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_SP-RRR_BT2-049_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
ceb7f00b-3bee-4772-959a-a2075d293804,BT2-50,式神・猪,ユニット,C,魂魄の冥導士,緑,ー,5,セイドウ/式神,5000,1000,1,,猪を模した形代で召喚した式神。その突進力は並外れており、木々をなぎ倒しながら一直線に進み続ける。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-050_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-050_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
52c81037-11b1-437d-919a-938cf2978c98,BT2-51,モノクローム,ユニット,P-RR,魂魄の冥導士,緑,緑3,5,ヤーマ/CNP,5000,0,1,【登場時】制圧中の相手のユニット1体をユニットエリアに移動させる。,レトロなモノクロの装いに変化したヤーマ。その姿には、不思議な気品が漂っている。,ヤム烈,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RR_BT2-051_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RR_BT2-051_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
da0fc131-7677-48c2-aeee-20e33b6bbe31,BT2-51,モノクローム,ユニット,RR,魂魄の冥導士,緑,緑3,5,ヤーマ/CNP,5000,0,1,【登場時】制圧中の相手のユニット1体をユニットエリアに移動させる。,レトロなモノクロの装いに変化したヤーマ。その姿には、不思議な気品が漂っている。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-051_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-051_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
2df11095-55d9-4857-a454-4b80e96a2392,BT2-52,イエロー,ユニット,P-R,魂魄の冥導士,緑,緑3,7,ヤーマ/CNP,8000,0,1,【アタック時】相手のターン終了まで、コスト2以下の相手のサポーター全てはアクティブにならない。,黄色に変化したヤーマ。その警戒色で、ウッドレイスたちをひるませた。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-052_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-052_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
3a63f0a6-60e2-445e-9dd7-acefd0114878,BT2-52,イエロー,ユニット,R,魂魄の冥導士,緑,緑3,7,ヤーマ/CNP,8000,0,1,【アタック時】相手のターン終了まで、コスト2以下の相手のサポーター全てはアクティブにならない。,黄色に変化したヤーマ。その警戒色で、ウッドレイスたちをひるませた。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-052_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-052_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
78eb96fc-7cc5-42f4-9f16-beced5b679ff,BT2-53,エルフの剣聖 ズモギン,ユニット,P-RR,魂魄の冥導士,緑,緑3,7,メテオラス/エルフ,7000,0,1,【アタック時】自分のレイキ1枚をレイキデッキの下に戻すことで、相手のターン終了まで、このユニットをBP+3000。,異世界の強者に魅入られたズモギンは幾年ぶりに剣を抜き、長老から勝利を導く英雄へと再び舞い戻った。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RR_BT2-053_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RR_BT2-053_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
7487bf9c-06fb-47e6-92d9-2c40a806785e,BT2-53,エルフの剣聖 ズモギン,ユニット,RR,魂魄の冥導士,緑,緑3,7,メテオラス/エルフ,7000,0,1,【アタック時】自分のレイキ1枚をレイキデッキの下に戻すことで、相手のターン終了まで、このユニットをBP+3000。,異世界の強者に魅入られたズモギンは幾年ぶりに剣を抜き、長老から勝利を導く英雄へと再び舞い戻った。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-053_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-053_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
31906d40-a262-4a19-a8b8-6efae3375c22,BT2-54,本気のユウギリ,ユニット,P-R,魂魄の冥導士,緑,緑1,7,セイドウ/ユウギリ,7000,1000,1,【アタック時】自分のデッキの上から1枚オープンする。それが特徴に「式神」を持つコスト5以下のユニットカードなら、コストを支払わずに登場できる。残りはデッキの下に戻す。この登場では【登場時】効果は発揮しない。,強者の乱入に一瞬慄いたユウギリだったが、一太刀でわかるその圧倒的強さは雑魚ばかりで飽きていたユウギリの心をときめかせた。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-054_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-054_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
66c5dbb6-9909-424c-8f90-61d8035c4f76,BT2-54,本気のユウギリ,ユニット,R,魂魄の冥導士,緑,緑1,7,セイドウ/ユウギリ,7000,1000,1,【アタック時】自分のデッキの上から1枚オープンする。それが特徴に「式神」を持つコスト5以下のユニットカードなら、コストを支払わずに登場できる。残りはデッキの下に戻す。この登場では【登場時】効果は発揮しない。,強者の乱入に一瞬慄いたユウギリだったが、一太刀でわかるその圧倒的強さは雑魚ばかりで飽きていたユウギリの心をときめかせた。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-054_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-054_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
e8261eab-9948-4f5f-9bdb-d05359fb2686,BT2-55,オロチ,ユニット,C,魂魄の冥導士,緑,緑1,8,オロチ/CNP,9000,1000,1,,なんでわかるのって？それはあの爺さんに負けるまで私が取り憑かれていたからね。-ハナカ-,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-055_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-055_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
1193c5f1-a296-4cab-8b0d-c52649f30b8a,BT2-56,完全変態個体 オクロプ,ユニット,R,魂魄の冥導士,緑,緑1,9,メテオラス/フェアリー,11000,0,1,,完全な変態を遂げたフェアリーの一人、全身が装甲でおおわれており、通常の攻撃は一切通用しない。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-056_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-056_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
4d4e9955-846d-41c7-97bc-d13eb1a7688f,BT2-56,完全変態個体 オクロプ,ユニット,P-R,魂魄の冥導士,緑,緑1,9,メテオラス/フェアリー,11000,0,1,,完全な変態を遂げたフェアリーの一人、全身が装甲でおおわれており、通常の攻撃は一切通用しない。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-056_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-056_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
0a81f55d-ff06-459a-8536-bd7dd2266e5f,BT2-57,歴史の真相,イベント,C,魂魄の冥導士,緑,緑2,4,,0,0,1,【メイン】相手のターン終了まで、特徴に「ウッドレイス」/「エルフ」/「フェアリー」を持つ自分のユニット全てをBP+2000。,憑依神は民を争わせることで、最も強い存在を見つけ出しそれに憑依する生態を持つの。-ハナカ-,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-057_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-057_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
b06c6ec7-550c-4050-84c6-f2aa477540a2,BT2-58,両雄激突,イベント,R,魂魄の冥導士,緑,緑3,5,,0,0,1,【コンバット】このバトルを行っている拠点以外を制圧中のユニット全てをユニットエリアに移動させる。,ズモギンとユウギリの間には他者が割り込む隙など一切ない。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-058_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-058_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
f589345b-02a8-44b6-b856-21d35bb409d3,BT2-58,両雄激突,イベント,P-R,魂魄の冥導士,緑,緑3,5,,0,0,1,【コンバット】このバトルを行っている拠点以外を制圧中のユニット全てをユニットエリアに移動させる。,ズモギンとユウギリの間には他者が割り込む隙など一切ない。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-058_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-058_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
c02ddd48-7cb2-4f6d-9f0b-28af27ce52d0,BT2-59,サナギ化,イベント,P-R,魂魄の冥導士,緑,緑3,6,,0,0,1,【メイン】自分のユニット/サポーター1体をデッキの下に戻す。その後、自分のデッキの上から1枚オープンする。それが緑のユニットカード/サポーターカードなら、コストを支払わずに登場できる。残りはデッキの下に戻す。,ハナカのもとに無事にヤーマたちを送り届けたクルミは繭に包まれ、蛹になってしまった。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-059_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-059_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
8d5d848a-bd5b-4035-a10b-fe066d87a52a,BT2-59,サナギ化,イベント,R,魂魄の冥導士,緑,緑3,6,,0,0,1,【メイン】自分のユニット/サポーター1体をデッキの下に戻す。その後、自分のデッキの上から1枚オープンする。それが緑のユニットカード/サポーターカードなら、コストを支払わずに登場できる。残りはデッキの下に戻す。,ハナカのもとに無事にヤーマたちを送り届けたクルミは繭に包まれ、蛹になってしまった。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-059_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-059_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
b24be5e5-2979-4ad8-822a-cb7e757543af,BT2-60,フェアリーの女王 ハナカ,サポーター,P-RR,魂魄の冥導士,緑,緑2,3,メテオラス/フェアリー,0,0,1,"【登場時】制圧中のユニット1体をユニットエリアに移動させる。
【お互いのターン】特徴に「フェアリー」を持つ自分のユニット全てをBP+1000。",クルミの姉で完全変態を遂げたフェアリーの一人。かつては好戦的な性格だったが、今はフェアリーたちのまとめ役になっている。,orie,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RR_BT2-060_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-RR_BT2-060_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
b96a7d6d-7691-43dd-9515-f21befb2c729,BT2-60,フェアリーの女王 ハナカ,サポーター,RR,魂魄の冥導士,緑,緑2,3,メテオラス/フェアリー,0,0,1,"【登場時】制圧中のユニット1体をユニットエリアに移動させる。
【お互いのターン】特徴に「フェアリー」を持つ自分のユニット全てをBP+1000。",クルミの姉で完全変態を遂げたフェアリーの一人。かつては好戦的な性格だったが、今はフェアリーたちのまとめ役になっている。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-060_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-060_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
72a28b60-2b90-4f4f-a3b7-0d9334194e61,BT2-61,逃げて来た貿易商人,ユニット,C,魂魄の冥導士,紫,紫1,2,貿易コロニー/人間,3000,1000,1,,貿易コロニーは、ミッドガンが建設した外惑星との貿易用施設で、貿易禁止命令以前は活気で満ちあふれていた。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-061_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-061_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
4bf384c7-3bfa-4b7b-b708-37d9f1086be9,BT2-61,逃げて来た貿易商人,ユニット,P-C,魂魄の冥導士,紫,紫1,2,貿易コロニー/人間,3000,1000,1,,貿易コロニーは、ミッドガンが建設した外惑星との貿易用施設で、貿易禁止命令以前は活気で満ちあふれていた。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C_BT2-061_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C_BT2-061_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
15d11781-9d0c-40fc-95fe-b5e25be98c1c,BT2-62,ミタマ,ユニット,C,魂魄の冥導士,紫,紫1,2,ミタマ/CNP,2000,2000,1,,謎の異世界に飛ばされて数週間。ミタマは謎の少女に見つかるまで、ひっそりと身を隠して暮らしていた。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-062_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-062_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
5deb82ff-1ccf-48ab-86ca-6718f7141acc,BT2-62,ミタマ,ユニット,P-C,魂魄の冥導士,紫,紫1,2,ミタマ/CNP,2000,2000,1,,謎の異世界に飛ばされて数週間。ミタマは謎の少女に見つかるまで、ひっそりと身を隠して暮らしていた。,ヤム烈,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C-Promotion_BT2-062_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C-Promotion_BT2-062_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
a0a0975e-136c-456d-bdd5-e22fd10938d3,BT2-62,ミタマ,ユニット,P-C,魂魄の冥導士,紫,紫1,2,ミタマ/CNP,2000,2000,1,,謎の異世界に飛ばされて数週間。ミタマは謎の少女に見つかるまで、ひっそりと身を隠して暮らしていた。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C_BT2-062_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-C_BT2-062_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
49bb17ee-b669-4115-9619-5e089637381e,BT2-63,うなだれるエイリアン商人,ユニット,C,魂魄の冥導士,紫,紫1,3,貿易コロニー/エイリアン,4000,1000,1,,貿易禁止命令により貿易に失敗しうなだれているサラリーマンエイリアン。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-063_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-063_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
1b020d08-4213-4460-b38b-eeba14b3c4d7,BT2-64,人間の貿易商人 ロッズ,ユニット,P-R,魂魄の冥導士,紫,紫2,3,貿易コロニー/人間,3000,0,1,【相手のターン】≪怨讐≫（このユニットがバトルで退場したとき、バトルした相手のユニットを退場させる）,少女らと行動を共にする元貿易管理局の人間。貿易禁止命令を無視し無断降下を行おうとしたことで、管理局を追放されたらしい。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-064_card_dummy.jpg,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_P-R_BT2-064_card_dummy.jpg,,2025-08-18T00:28:52.795Z,2025-08-18T00:43:23.386Z
